54332020097905,ABRIR AM ,MEDIDOR - ENCONTRADO,MEDIDOR - INSTALADO,CHAVE DE AFERIÇÃO ENCONTRADA,CHAVE DE AFERIÇÃO INSTALADA,TC´S ENCONTRADO,TC´S INSTALADOS,TROCA DA CAIXA ,POLO,EQUIPE,DATA DO SERVIÇO,HORÁRIO INÍCIO,HORÁRIO FIM,OBSERVAÇÃO,COLABORADORA (BAIXA),DATA DA BAIXA,NOTA,AM/REMANEJO,ANEXO,OBS,FAIXA
2000606530,IF425,32020036710,38110005501,SIM,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,05/06/2024,10:06,11:01,INSTALAÇÃO COM AS FASES PRIMARIA (A e B C) DESLIGADA INSTALAÇÃO FOI NORMALIZADA COM A IMPLANTAÇÃO DO EASY TRAFO,BRENDA,05/06/2024,1104874560,1104875349,,,
2000591288,AK903,32020023030,38110005498,SIM,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,05/06/2024,14:25,15:30,INSTALAÇÃO COM MD DEFEITO INSTALAÇÃO FOI NORMALIZADA COM A IMPLANTAÇÃO DO EASY TRAFO,BRENDA,05/06/2024,1104881401,1104881709,,,
2000439066,S/PLACA,31110089700,38110003819,S/CHAVE,NÃO,NÃO,NÃO,NÃO,MARABÁ,MAB715,05/06/2024,08:00,11:39,MANUTENÇÃO REALIZADA COM A INSTALAÇÃO DO EASY TRAFO ,BRENDA,05/06/2024,1066857487,1104884743,,,
2000463199,S/PLACA,37070083400,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,MARABÁ,MAB715,05/06/2024,14:00,15:58,PROSPECTOR PEDIU APOIO DA EQUIPE APOS VERIFICAR UMAS DAS FASES QUE NÃO  ESTAVA REGISTRADA FOI NORMALIZADA COM CONEXÃO    ,BRENDA,06/06/2024,1104928067,,,,
2000453281,S/PLACA,31110087473,38110003827,38110003827,S/CHAVE,NÃO,NÃO,NÃO,MARABÁ,MAB715,05/06/2024,16:30,17:59,MANUTENÇÃO DESLIGADA  COMA INSTALÇAÕ DO EASY TRAFO,BRENDA,06/06/2024,1066857577,1104942253,,,
2000456025,S/PLACA,31110097428,38110003762,NÃO,NÃO,NÃO,NÃO,NÃO,MARABÁ,MAB701,05/06/2024,09:10,10:00,"INSTALAÇÃO SE ENCONTRA COM FASE B, SEM O TC CAUSANDO PERDA FOI NORMALIZADA DO EASY TRAFO ",BRENDA,06/06/2024,1104931208,1104937492,,,
2000458493,BA419,31110097495,38110003843,SIM,NÃO,NÃO,NÃO,NÃO,MARABÁ,MAB701,05/06/2024,10:30,11:25,instalação sem os tc e sem cabo controle doi normalizada com a instalação do easy trafo ,BRENDA,06/06/2024,1104936101,1104937406,,,
2000452926,S/PLACA,34050008853,NÃO,SIM,55090804404,NÃO,NÃO,NÃO,MARABÁ,MAB701,05/06/2024,11:30,12:45,INSTALAÇÃO SE ENCONTRA EM CAMPO COM CAIXA MD QUEBRADA FOI NORMALIZADA COM A SUBSTITUIÇÃO DA CAIXA PADRÃO.,BRENDA,11/06/2024,1104937498,,,,
2000590345,GP411,32020026625,NÃO,SIM,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,05/06/2024,16:55,17:30,"INSTALAÇÃO COM AS FASES PRINARIA CC DESLIGADAS, INSTALAÇÃO FOI NORMALIZADACOM A REGUALARIÇÃO DA FASE PRIMARIAS ",BRENDA,08/06/2024,,,,,
2000606499,IF391,32020037031,38110005528,SIM,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,06/06/2024,08:55,09:57,INSTALAÇÃO COM MD COM DEFEITO INSTALAÇÃO FOI NORMALIZADA COM IMPLANTAÇÃO DO EASY TRAFO ,BRENDA,06/06/2024,1104948196,1104948633,,,
2000608583,S/PLACA,32020036370,38110005510,NÃO,NÃO,NÃO,NÃO,NÃO,REDENÇÃO,RED710,06/06/2024,10:25,11:40,INSTALAÇÃO SEM MD INSTALAÇÃO FOI NORMALIZADA COM A IMPLANTAÇÃO DO EASY TRAFO ,BRENDA,06/06/2024,1066857727,1104949535,,,
2000591484,GP414,32020029071,38110005420,SIM,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,06/06/2024,14:57,16:07,"INSTALAÇÃO COM OS FIOS DE ALIMENTAÇÃO DE MD CORTADOS, IMPLANTAÇÃO FOI NORMALIZADA COM A IMPLANTAÇÃO DO EASY TRAFO",BRENDA,08/06/2024,1104954581,1105034250,,,
2000608560,JJ415,32020036450,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO,RED710,06/06/2024,16:25,17:20,INSTALAÇÃO COM A CAIXA QUEBRADA INSTALAÇÃO FOI NORMALIZADA COM A IMPLANTAÇAÕ DA CAIXA SUSBSTITUIÇÃO ,BRENDA,08/06/2024,1105037050,,,,
2000452997,CA881,2000452997,38110003690,SIM,NÃO,NÃO,NÃO,NÃO,MARABÁ,MAB715,06/06/2024,11:59,13:30,REFORMA COMPLETA CAIXA DE TCS SEN OS TCS NORMALIZADA COM A INSTALAÇÃO DO EASY TRAFO ,BRENDA,08/06/2024,1066857574,1105034716,,,
2000431273,S/PLACA,31110095239,38110003711,SIM,NÃO,NÃO,NÃO,NÃO,MARABÁ,MAB715,06/06/2024,15:31,17:30,"MANUNTENÇAÕ COM A INSTALAÇÃO DO EASY TRAFO, TCS E MD FURTADO ",BRENDA,08/06/2024,1066857428,1105034959,,,
2000476849,S/PLACA,31110096057,38110003835,NÃO,NÃO,NÃO,NÃO,NÃO,MARABÁ,MAB701,06/06/2024,09:30,10:30,INSTALAÇÃO SEM MD TC E OS CABO CONTROLE FOI NORMALIZADA COM A INSTALAÇÃO DO EASY TRAFO,BRENDA,10/06/2024,1105035031,1105122532,,,
2000429162,S/PLACA,31110082412,38110005579,SIM,NÃO,SIM,NÃO,NÃO,MARABÁ,MAB701,06/06/2024,11:00,12:05,MD APAGADO SEM REGISTRO DE LEITURA E SEM OS CAROS DE ENCONTROLE  FOI NORMALIZADA COM A INSTALAÇÃO DO EASY TRAFO ,BRENDA,08/06/2024,1105035032,1105035155,,,
2000438743,S/PLACA,32020103182,38110005587,SIM,NÃO,SIM,NÃO,NÃO,MARABÁ,MAB701,06/06/2024,16:00,17:30,INSTALAÇÃO SE ENCONTRA DESLIGADA SEM O TC E SEM CABO CONTROLE FOI NORMALIZADA COM A INSTALAÇÃO DO EASY TRAFO ,BRENDA,08/06/2024,1105035220,1105035334,,,
2000475482,112,31110095727,38110005595,SIM,NÃO,SIM,NÃO,NÃO,MARABÁ,MAB701,07/06/2024,09:30,10:15,INSTALAÇÃO SE ENCONTRA COM TCS DESLIGADOS MD APAGADO SEM LEITURA FOI NORMALIZADA COM INSTALAÇÃO DO EASY TRAFO,BRENDA,08/06/2024,1105035872,1105036121,,,
2001264632,S/PLACA,LIGAÇÃO NOVA ,38110005609,NÃO,NÃO,NÃO,NÃO,NÃO,MARABÁ,MAB701,07/06/2024,15:00,16:25,LIGAÇÃO NOVA ,ERIKA,10/06/2024,1105136799,1105624053,,,
2000452514,BR 136,31110094208,38110003720,NÃO,NÃO,NÃO,NÃO,NÃO,MARABÁ,MAB715,07/06/2024,09:00,11:20,"NO LOCAL ONDE ERA PARA SER A MEDIÇAÕ EASY TRAFO MAS, FOI NORMALIZADA COM A INSTALAÇÃO DO EASY TRAFO.",BRENDA,17/06/2024,1105449414,1105449414,,,
2000589341,HG230,32020023103,38110005412,NÃO,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,07/06/2024,14:40,15:45,INSTALAÇÃO SEM CAIXA MD CHAVE DE AFERIÇAÕ SEM CABO CONTROLE INSTALAÇÃO NORMALIZADO COM A IMPLANTAÇÃO DO EASY TRAFOS.,BRENDA,08/06/2024,1105036152,1105036398,,,
2000589243,JJ554,32020024363,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO,RED710,07/06/2024,16:17,16:55,INSTALAÇÃO COM A CAIXA QUEBRADO INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DA CAIXA ,BRENDA,08/06/2024,1105036458,,,,
2000594786,JJ716,32020027095,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO,RED710,07/06/2024,10:16,11:25,INSTALAÇÃO COM A CAIXA QUEBRADA INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DA CAIZA ,BRENDA,08/06/2024,1105036691,,,,
2000606793,JJ722,32020032048,34100002428,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO,RED710,07/06/2024,08:47,10:15,INSTALAÇÃO SEM MD CAIXA DE AFERIÇÃO INSTALAÇÃO FOI NORMALIZADA  COM A IMPLANTAÇÃO MEDIDOR CAIXA CHAVE,BRENDA,08/06/2024,1070440849,,,,
2000528029,S/PLACA,31110108420,38110004025,S/CHAVE,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,07/06/2024,14:53,15:40,A INSTALAÇÃO ESTAVA COM MD DANIFICADO COM UMA MANCHA NO DISPALYA A INSTALAÇÃO FOI NORMALIZADA  COM A SUBSTITUIÇÃO DO MD ,BRENDA,11/06/2024,1105037165,1105192118,,,
2000504620,S/PLACA,37070080363,38110004017,SIM,NÃO,NÃO,NÃO,NÃO,PARAUAPEBAS,PAP706,07/06/2024,16:34,17:25,INSTALAÇÃO COM O MD SEM REGISTRO TENSAO E CORRENTE DECORRENTE DE VANDALISMO A INSTALAÇÃO FOI NORMALIZADA INSTALADO EASY TRAFO ,BRENDA,08/06/2024,1105037601,1105038094,,,
2000482470,S/PLACA,31110099064,34050022678,SIM,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,08/06/2024,08:47,09:26,INSTALAÇÃO COM O MD DANIFICADO COM UMA MANCHA NO DISPLAY A INSTALAÇÃO FOI NORMALIZADA COM SUBSTITUIÇÃO DO MD,BRENDA,10/06/2024,1105111139,,,,
2000530648,S/PLACA,31110113385,38110004050,NÃO,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,08/06/2024,09:53,10:43,INSTALAÇÃO COM O MD SEM CABO CONTROLE A INSTALAÇÃO FOI NORMALIZADA COLOCANDO O EASY TRAFO,BRENDA,10/06/2024,1105114547,1105115752,,,
2000485665,S/PLACA,31110107741,34050023100,NÃO,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,08/06/2024,11:40,12:00,INSTALAÇÃO COM MD DANIFICADO DISPLAY DESPROGRAMADA A INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DO MD ,BRENDA,10/06/2024,1074324835,,,,
2000475247,S/PLACA,31110102111,34050022651,SIM,NÃO,NÃO,NÃO,NÃO,PARAUAPEBAS,PAP706,08/06/2024,14:27,15:09,INSTALAÇÃO COM MD APAGADO A INSTALAÇÃO NORMALIZADA COM A SUBSTITUIÇÃO DO MD ,BRENDA,10/06/2024,1105118263,,,,
2000590198,6P417,32020023022,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO,RED710,10/06/2024,14:52,15:55,INSTALAÇÃO COM A CAIXA QUEBRADA INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DA CAIXA ,BRENDA,10/06/2024,1105141647,,,,
2000606714,JJ570,37070079519,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO,RED710,10/06/2024,1025,1135,INSTALAÇÃO COM A CAIXA QUEBRADA INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DA CAIXA ,BRENDA,10/06/2024,1105144698,,,,
2000480139,S/PLACA,31110109280,34050022660,SIM,NÃO,NÃO,NÃO,NÃO,PARAUAPEBAS,PAP706,10/06/2024,16:39,17:00,INSTALAÇÃO COM O MD DANIFICADO COM O DISPLAY COM UMA MANCHA A INSTALAÇÕA FOI NORMALIZADA COM A SUBSTITUIÇÃO DO MD.,BRENDA,13/06/2024,1105145883,,,,
2000433590,S/PLACA,31110091519,34100002916,SIM,NÃO,NÃO,NÃO,NÃO,MARABÁ,MAB701,10/06/2024,09:05,10:15,MD SEM A JANELA CINCO CINCO QUE MEDE LEITURA FOI NORMALIZADO COM A SUBSTITUIÇÃO,BRENDA,10/06/2024,1105145934,,,,
2000432493,S/PLACA,31110092248,38110005617,NÃO,NÃO,SIM,NÃO,NÃO,MARABÁ,MAB701,10/06/2024,10:30,11:55,MD SE ENCONTRA COM TCS DESLIGADOS E SEM CHAVE DE A FERIÇÃO FOI NORMALIZADO COM A INSTALAÇÃO DO EASY TRAFO.,BRENDA,11/06/2024,1105174073,1105177546,,,
2000444300,S/PLACA,31110090903,34100002959,SIM,SIM,NÃO,NÃO,NÃO,MARABÁ,MAB701,10/06/2024,15:15,16:15,MD SE ENCONTRA SEM JANELA CINCO CINCO QUE MEDE LEITURA FOI NORMALIZADA COMA SUBSTITUIÇÃO DO MD  ,BRENDA,17/06/2024,1105178022,,,,
2000536890,S/PLACA,31110108543,34050022902,NÃO,NÃO,NÃO,NÃO,NÃO,PARAUAPEBAS,PAP706,10/06/2024,17:22,17:59,INSTALAÇÃO COM MD DANIFICADO COM DISPLAY APAGADO INSTALAÇÃO FOI NORMALIZADA COM A SUBSTUIÇÃO DO MD ,BRENDA,11/06/2024,1105179125,,,,
2000591236,S/PLACA,2000591236,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO ,RED710,10/06/2024,16:20,17:35,INSTALAÇÃO COM A CAIXA QUEBRADA INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DA CAIXA ,BRENDA,11/06/2024,1105181297,,,,
2000436584,S/PLACA,31110081254,34100003815,SIM,SIM,NÃO,NÃO,NÃO,MARABÁ,MAB701,11/06/2024,09:15,10:15,MD SE ENCONTRA EM CAMPO COM VISOR APAGADO MANCHA DE VISOR FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MD.,BRENDA,17/06/2024,1105215330,,,,
2000606659,QZ235,32020037147,38110005447,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO ,RED710,11/06/2024,09:06,10:35,INSTALAÇÃO SEM CABO E SEM CHAVE DE AFERIÇÃO INSTALAÇÃO FOI NORMALIZADA COM A IMPLANTAÇAÕ DO EASY TRAFO.,BRENDA,11/06/2024,1105185019,1105186285,,,
2000590217,G0288,32020023138,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO ,RED710,11/06/2024,11:12,11:47,INSTALAÇÃO COM A CAIXA QUEBRADA INSTALAÇÃO FOI NORMALIZADA COM A SUBSTUIÇÃO ,BRENDA,11/06/2024,1105186467,,,,
2000589997,JJ535,32020026323,38110005439,S/CHAVE,NÃO,SIM,NÃO,NÃO,REDENÇÃO ,RED710,11/06/2024,14:45,15:46,INSTALAÇÃO SEM CAIXA E MD E CABO CONTROLE E CHAVE DE AFERIÇÃO INSTALAÇÃO FOI NORMALIZADA COM A INSTALAÇÃO DO EASY TRAFO.,BRENDA,11/06/2024,1105189773,1105191085,,,
2000531294,S/PLACA,31110099900,34050023151,S/CHAVE,NÃO,NÃO,NÃO,NÃO,PARAUAPEBAS,PAP706,11/06/2024,14:38,15:21,INSTALAÇÃO  COM O MD DESPROGRAMADO A INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DO MD ,BRENDA,12/06/2024,1105193288,,,,
2000591693,GP416,32020023758,38110005471,S/CHAVE,NÃO,SIM,NÃO,NÃO,REDENÇÃO ,RED710,11/06/2024,15:49,16:55,INSTALAÇÃO SEM CAIXA SEM MD E CHAVE DE AFERIÇÃO INSTALAÇÃO FOI NORMALIZADA COM A IMPLANTAÇÃO DO EASY TRAFO.,BRENDA,11/06/2024,1105193063,1105193266,,,
2000431221,S/PLACA,34050009400,NÃO,SIM,SIM,NÃO,NÃO,NÃO,MARABÁ,MAB701,11/06/2024,14:50,15:35,MD SE ENCONTRA EM CAMPO SEM CHAVE DE AFERIÇÃO E SEM REGISTRO DE LEITURA FOI NORMALIZADA COM INSTALÇÃO DA CHAVE AFERIÇÃO.,BRENDA,12/06/2024,1105215761,,,,
2000486547,S/PLACA,31110100313,38110004068,NÃO,NÃO,NÃO,NÃO,NÃO,PARAUAPEBAS,PAP706,11/06/2024,16:51,17:36,INSTALAÇÃO COM O CABO CONTROLE CORTADO A INSTALAÇÃO FOI NARMOLIZADA INSTALANDO EASY TRAFO.,BRENDA,12/06/2024,1105218802,1105221235,,,
2000476086,S/PLACA,31110100089,38110004076,SIM,NÃO,SIM,NÃO,NÃO,PARAUAPEBAS,PAP706,11/06/2024,16:00,16:33,INSTALAÇÃO COM O MD DESLIGADO COM O CABO CONTROLE A INSTALAÇÃO FOI NORMALIZADO INSTALADO EASY TRAFO ,BRENDA,19/06/2024,1072795609,1105544623,,,
2000433835,GP116,31110081262,38110005625,SIM,NÃO,SIM,NÃO,NÃO,MARABÁ,MAB701,11/06/2024,16:25,17:40,INSTALAÇÃO SE ENCONTRA SEM AS FASES A E B PASSANDO PELOS TCS FOI NORMALIZADA COM EASY TRAFO,BRENDA,12/06/2024,1105221633,1105223097,,,
2000596700,Q6778,32020023278,38110005455,S/CHAVE,NÃO,NÃO,NÃO,NÃO,REDENÇÃO,RED710,12/06/2024,10:05,11:00,INSTALAÇÃO SEM CHAVE DE AFERIÇÃO E SEM CABO INSTALAÇÃO FOI NORMALIZADA COM IMPLANTAÇÃO DO EASY TRAFO ,BRENDA,12/06/2024,1066857722,1105239842,,,
2000606567,IF167,32020031629,38110005480,SIM,NÃO,SIM,NÃO,NÃO,REDENÇÃO,RED710,12/06/2024,08:38,09:50,INSTALAÇÃO SEM CABO INSTALAÇÃO FOI NORMALIZADA COM A IMPLANTAÇÃO DO EASY TRAFO.,BRENDA,12/06/2024,1105239848,1105240273,,,
2000591267,BU427,32020024410,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO ,RED710,12/06/2024,14:49,15:35,INSTALAÇÃO COM A CAIXA QUEBRADO INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DA CAIXA,BRENDA,12/06/2024,1105241844,,,,
2000591257,BU433,32020036078,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO ,RED710,12/06/2024,15:57,16:40,INSTALAÇÃO COM A CAIXA QUEBRADA CHAVE DE AFERIÇÃO DANIFICADA INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DE CAIXA.,BRENDA,12/06/2024,1105244399,,,,
2000434457,S/PLACA,31110094178,38110005641,SIM,NÃO,SIM,NÃO,NÃO,MARABÁ,MAB701,12/06/2024,09:45,10:55,INSTALAÇÃO SE ENCONTRA EM CAMPO COM FASE C FASE DO TC FOI NORMALIZADA COM INSTALAÇÃO DO EASY TRAFO. ,BRENDA,13/06/2024,1105280220,1105282458,,,
2000453148,1105287401,31110094860,34100002940,SIM,SIM,NÃO,NÃO,NÃO,MARABÁ,MAB701,12/06/2024,11:20,12:15,INSTALAÇÃO SE ENCONTRA COM MD APAGADA MANCHA DO VISOR FOI NORMALIZADA COM A SUSBSTITUIÇÃO DO MD,BRENDA,17/06/2024,1105282506,,,,
2000434451,BE644,31110094470,38110005633,SIM,NÃO,SIM,NÃO,NÃO,MARABÁ,MAB701,12/06/2024,15:30,16:55,INSTALAÇÃO SE ENCONTRAVA SEM A FASE B PASSADA PELO TCS FOI NORMALZADA COM INSTALAÇÃO DO EASY TRAFO,BRENDA,13/06/2024,1105287705,1105288874,,,
2000589242,S/PLACA,32020024339,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO ,RED710,13/06/2024,08:51,09:30,INSTALAÇÃO COM A CAIXA QUEBRADA INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DA CAIXA ,BRENDA,13/06/2024,1105289555,,,,
2000589346,1411,108010146,38110005463,NÃO,NÃO,SIM,NÃO,NÃO,REDENÇÃO ,RED710,13/06/2024,10:49,11:25,"INSTALAÇÃO  SEM CAIXA SEM MD E CHAVE DE AFERIÇÃO E SEM CABO, INSTALAÇÃO FOI NORMALIZADA COM A IMPLANTAÇÃO DO EASY TRAFO.",BRENDA,13/06/2024,1105297096,1105297343,,,
2000590252,BT285,32020026650,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO ,RED710,13/06/2024,11:20,12:15,INSTALAÇÃO COM A CAIXA QUEBRADA INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DA CAIXA ,BRENDA,13/06/2024,,,,,
2000590259,GF598,32020022964,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO ,RED710,13/06/2024,15:59,16:45,INSTALAÇÃO COM A CAIXA QUEBRADA INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DA CAIXA ,BRENDA,13/06/2024,1105300469,,,,
2000452029,BV724,37070079055,SEM TROCA ,S/CHAVE,55090804635,SIM,NÃO,NÃO,MARABÁ,MAB701,13/06/2024,10:05,11:00,INSTALAÇÕA SE ENCONTRA EM CAMPO COM CAIXA PADRÃO QUEBRADA GOI NORMALIZADA COM A SUSBTITUIÇÃO DA CAIXA PADRÃO E CHAVE DE AFERIÇÃO.,ERIKA,27/06/2024,1105302126,1105329200,NÚMERO DA AM,,
2000455610,BD994,37070065160,34100003840,SIM,NÃO,NÃO,NÃO,NÃO,MARABÁ,MAB701,13/06/2024,14:56,15:45,MD SE ENCONTRA EM CAMPO SEM A JANELA CINCO CINCO QUE MED A LEITURA RESERVA FOI NORMALIZADA COM A SUBSTITUIÇÃO DO MD.,BRENDA,13/06/2024,1105302190,,,,
2000591477,CD621,32020033850,38110005560,SIM,NÃO,SIM,NÃO,NÃO,REDENÇÃO ,RED710,14/06/2024,09:32,11:15,INSTALAÇÃO MD COM DEFEITO INSTALAÇÃO DO EASY TRAFO ,BRENDA,17/06/2024,1105335766,1105434555,,,
2000609991,JJ954,32020031106,38110005552,NÃO,NÃO,NÃO,NÃO,NÃO,REDENÇÃO ,RED710,14/06/2024,14:24,15:25,INSTALAÇÃO COM A FASE PRIMARIA B POSSANDO POR FORA DO TC INSTALAÇÃO FOI NORMALIZADA COM A INPLANTAÇAÕ DO EASY TRAFO ,BRENDA,14/06/2024,1066857728,1105339342,,,
2000589191,GQ017,32020023723,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO ,RED710,14/06/2024,15:49,16:20,INSTALAÇÃO COM CAIXA QUEBRADA INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO  DA CAIXA ,BRENDA,14/06/2024,1105339525,1105339864,,,
2000610519,IG005,32020038437,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,REDENÇÃO ,RED710,14/06/2024,16:34,17:20,INSTALAÇÃO COM CAIXA QUEBRADA INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO  DA CAIXA ,BRENDA,14/06/2024,,,,,
2000437989,HH594,34050001751,34100002967,S/CHAVE,55090804654,SIM,NÃO,NÃO,MARABÁ,MAB701,14/06/2024,10:07,11:05,MD SE ENCONTRA EM CAMPO SEM A JANELACINCO CINCO FOI NORMALIZADA COM A SUBSTITUIÇÃO DO MD,ERIKA,29/06/2024,1105340121,1105431129,ANEXADO,ESTOQUE MD E CHAVE DIVERGENTES ,
2000455585,S/PLACA,34050001638,34100003858,SIM,NÃO,NÃO,NÃO,NÃO,MARABÁ,MAB701,14/06/2024,15:25,16:15,MD SE ENCONTRA EM CAMPO SEM A JANELA CINCO CINCO FOI NORMALIZADA COM A SUBSTITUIÇÃO DO MD ,BRENDA,14/06/2024,1105340212,,,,
2000590015,1410,32020029390,38110005544,NÃO,NÃO,NÃO,NÃO,NÃO,REDENÇÃO ,RED710,17/06/2024,09:18,10:35,"INSTALAÇÃO SEM CAIXA, MD, CHAVE DE AFERIÇÃO E SEM CABO CONTROLE INSTALÇÃO FOI NORMALIZADA COM A IMPLANTAÇÃO DO EASY TRAFO",BRENDA,17/06/2024,1105439210,1105442401,,,
2000592610,JJ727,32020026161,NÃO ,SIM,NÃO ,NÃO ,NÃO ,NÃO ,REDENÇÃO ,RED710,17/06/2024,14:37,15:20,INSTALAÇÃO COMA CAIXA QUEBRADA INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DA CAIXA,BRENDA,17/06/2024,1105449504,,,,
2000606548,JJ752,32020036728,NÃO ,SIM,NÃO ,NÃO ,NÃO ,NÃO ,REDENÇÃO ,MAB701,17/06/2024,16:00,16:53,INSTALAÇÃO COMA CAIXA QUEBRADA INSTALAÇÃO FOI NORMALIZADA COM A SUBSTITUIÇÃO DA CAIXA,BRENDA,18/06/2024,1105489922,,,,
2000431208,,37070091268,NÃO ,SIM,SIM,NÃO ,NÃO ,NÃO ,MARABÁ,MAB701,17/06/2024,15:45,16:55,"MD SE ENCONTRA SEM A CHAVE DE AFERIÇÃO, INSTALAÇÃO FOI NORMALIZADA COM A INSTALAÇÃO DA CHAVE.",BRENDA,18/06/2024,1105490152,,,,
2000431208,S/PLACA,37070091268,SEM TROCA,S/CHAVE,55120809828,SIM,NÃO,NÃO,MARABÁ,MAB701,17/06/2024,15:45,16:55,INSTALAÇÃO ENCOTRA-SE SEM CHAVE DE AFERIÇÃO. FOI NORMALIZADO COM A INSTALÇÃO DA CHAVE.,BRENDA,18/06/2024,1105490152,,,,
2000436822,S/PLACA,31110083125,34100002932,S/CHAVE,55090803339,SIM,NÃO,NÃO,MARABÁ,MAB701,17/06/2024,10:15,11:55,MD SE ENCONTRA EM CAMPO COM VISOR APAGADO CINCO CINCO FOI NORMALIZADO COM A SUBSTITUIÇÃO DO MD ,BRENDA,03/07/2024,1106183094,,27/06,,
2000592610,,falta os fisicos 33,SEM TROCA,,,,,,REDENÇÃO ,RED710,17/06/2024,,,,BRENDA,17/06/2024,1105449504,,,,
2000606548,,,SEM TROCA,,,,,,REDENÇÃO ,RED710,17/06/2024,,,,BRENDA,18/06/2024,1105489922,,,,
2000609964,449,32020032129,34100002436,SIM ,SIM ,NÃO,NÃO,SIM ,REDENÇÃO,RED710,18/06/2024,08:33,09:46,INSTALAÇÃO COM A CAIXA QUEBRADA E MD COM DISPLAY DANIFICADO INSTALAÇÃO FOI NORMALIZADA COM A SUSBSTUIÇÃO DA CAIXA DO MD ,BRENDA,18/06/2024,1105494467,,,,
2000590106,173,32020026269,NÃO,SIM ,NÃO,NÃO,NÃO,SIM ,REDENÇÃO,RED710,18/06/2024,10:31,11:15,INSTALAÇÃO COMA CAIXA QUEBRADA INSTALAÇÃO FOI NORMALIZADA COM SUBSTUIÇÃO DA CAIXA,BRENDA,18/06/2024,1105496148,,,,
2000593415,IF435,32020026501,34100002460,SIM ,SIM ,NÃO,NÃO,SIM ,REDENÇÃO,RED710,18/06/2024,16:01,17:15,INSTALAÇÃO SEM CAIXA MD E SEM CHAVE DE AFERIÇÃO INSTALAÇÃO FOI NORMALIZADO COM IMPLANTAÇÃO DO CAIXA MD E CHAVE DE AFERIÇÃO.,BRENDA,18/06/2024,1105505538,,,,
2000432252,S/PLACA,31110092221,34050022848,S/CHAVE,55090804331,SIM,NÃO,NÃO,MARABÁ,MAB701,18/06/2024,09:05,10:15,MD SE ENCONTRA SEM A JANELA CINCO CINCO QUE MEDE A REVERSA FOI NORMALIZADA COM A SUSBTITUIÇÃO DO MD,ERIKA,29/06/2024,1105528437,1105529015,NÚMERO DA AM,,
